Vendor Name	ENFOUR, INC.
Start Date	09/29/2024
End Date	11/02/2024
Transaction Date	Settlement Date	Apple Identifier	SKU	Title	Developer Name	Product Type Identifier	Country of Sale	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Customer Price	Customer Currency	Sale or Return	Promo Code	Order Type	Region
10/11/2024	10/20/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/26/2024	11/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			IL	
10/08/2024	10/13/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			NY	
10/16/2024	10/26/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			CO	
10/23/2024	10/23/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			TX	
10/04/2024	10/08/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			MS	
10/14/2024	10/14/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/28/2024	10/31/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NC	
10/24/2024	10/24/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			KY	
10/13/2024	10/22/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			AZ	
10/11/2024	10/21/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			TN	
10/12/2024	10/12/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			TN	
10/06/2024	10/16/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/04/2024	10/07/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NM	
10/17/2024	10/20/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			FL	
10/12/2024	10/16/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NY	
10/02/2024	10/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			PR	
10/17/2024	10/18/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/22/2024	10/22/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/18/2024	10/19/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			KY	
10/15/2024	10/22/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			OH	
10/21/2024	10/21/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			PA	
09/30/2024	10/04/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/09/2024	10/09/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			VA	
10/19/2024	10/19/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			OH	
09/29/2024	10/01/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			WI	
10/17/2024	10/17/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CO	
10/08/2024	10/11/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			OH	
11/02/2024	11/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			WA	
09/27/2024	09/29/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			PA	
10/13/2024	10/17/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			OH	
10/06/2024	10/15/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			KY	
10/31/2024	11/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			MI	
10/09/2024	10/09/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/04/2024	10/05/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			FL	
10/15/2024	10/19/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			TX	
10/09/2024	10/13/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NV	
09/29/2024	10/09/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/06/2024	10/06/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CO	
09/29/2024	09/29/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NC	
10/26/2024	10/26/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			TX	
10/05/2024	10/12/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			PA	
10/07/2024	10/17/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			AL	
10/28/2024	11/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			WI	
10/09/2024	10/13/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/07/2024	10/17/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NY	
10/18/2024	10/18/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			OR	
09/25/2024	09/29/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			TN	
10/09/2024	10/11/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/27/2024	10/28/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			MA	
10/31/2024	10/31/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NY	
10/03/2024	10/03/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
09/26/2024	10/06/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NH	
10/19/2024	10/19/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NV	
10/10/2024	10/14/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			KS	
11/02/2024	11/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NY	
09/30/2024	10/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			MA	
10/13/2024	10/17/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			OR	
09/25/2024	09/30/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			FL	
10/02/2024	10/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			MD	
10/09/2024	10/09/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			NE	
10/02/2024	10/12/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			NJ	
10/26/2024	10/27/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			NM	
10/27/2024	10/29/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			ME	
10/23/2024	10/27/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			TX	
10/12/2024	10/12/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			TX	
10/07/2024	10/07/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			DC	
09/26/2024	09/30/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
09/27/2024	10/01/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/28/2024	10/28/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
09/27/2024	09/29/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/19/2024	10/23/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			WA	
09/29/2024	09/29/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			NY	
10/23/2024	10/27/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/26/2024	10/26/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			MO	
10/23/2024	10/23/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			TN	
10/31/2024	11/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			MD	
09/28/2024	10/02/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	F1	US	1	4.24	4.24	USD	4.990	USD	S			TX	
10/08/2024	10/08/2024	286861782	HMRT.1.0	Roget's II: New Thesaurus	Enfour, Inc.	1F	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/18/2024	10/19/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			CA	
10/14/2024	10/14/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			MS	
10/10/2024	10/14/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			IN	
11/02/2024	11/02/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			NJ	
10/20/2024	10/20/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			AL	
10/01/2024	10/01/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			PA	
10/03/2024	10/03/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			CA	
10/15/2024	10/15/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	F1	US	1	14.44	14.44	USD	16.990	USD	S			NH	
10/25/2024	10/25/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	F1	US	1	14.44	14.44	USD	16.990	USD	S			TX	
10/07/2024	10/13/2024	304875834	AH_Deluxe	American Heritage® Deluxe	Enfour, Inc.	1F	US	1	14.44	14.44	USD	16.990	USD	S			OR	
10/29/2024	10/29/2024	307233030	OX_ODE_DELUXE	Oxford Deluxe (ODE and OTE)	Enfour, Inc.	1F	US	1	16.14	16.14	USD	18.990	USD	S			WA	
10/28/2024	10/28/2024	307233030	OX_ODE_DELUXE	Oxford Deluxe (ODE and OTE)	Enfour, Inc.	1F	US	1	16.14	16.14	USD	18.990	USD	S			CA	
10/26/2024	10/27/2024	307233030	OX_ODE_DELUXE	Oxford Deluxe (ODE and OTE)	Enfour, Inc.	1F	US	1	16.14	16.14	USD	18.990	USD	S			TX	
10/21/2024	10/21/2024	307233030	OX_ODE_DELUXE	Oxford Deluxe (ODE and OTE)	Enfour, Inc.	F1	US	1	16.14	16.14	USD	18.990	USD	S			CA	
10/25/2024	10/25/2024	307233030	OX_ODE_DELUXE	Oxford Deluxe (ODE and OTE)	Enfour, Inc.	F1	US	1	16.14	16.14	USD	18.990	USD	S			MA	
10/23/2024	10/23/2024	307233030	OX_ODE_DELUXE	Oxford Deluxe (ODE and OTE)	Enfour, Inc.	1F	US	1	16.14	16.14	USD	18.990	USD	S			CA	
10/13/2024	10/13/2024	316133247	LP_LDOCE_5	LDOCE	Enfour, Inc.	1F	US	1	21.24	21.24	USD	24.990	USD	S			PA	
09/21/2024	09/30/2024	316182014	N4_UD_CT	Companion Thesaurus	Enfour, Inc.	1F	US	1	1.69	1.69	USD	1.990	USD	S			OH	
09/16/2024	10/01/2024	316182014	N4_UD_CT	Companion Thesaurus	Enfour, Inc.	1F	US	1	1.69	1.69	USD	1.990	USD	S			VA	
10/24/2024	10/24/2024	316182014	N4_UD_CT	Companion Thesaurus	Enfour, Inc.	1F	US	1	1.69	1.69	USD	1.990	USD	S			MI	
10/12/2024	10/22/2024	316182014	N4_UD_CT	Companion Thesaurus	Enfour, Inc.	F1	US	1	1.69	1.69	USD	1.990	USD	S			IN	
09/29/2024	09/29/2024	317804594	N4_UD_SYN	Companion Synonyms	Enfour, Inc.	1F	US	1	1.69	1.69	USD	1.990	USD	S			NY	
10/23/2024	10/23/2024	317804594	N4_UD_SYN	Companion Synonyms	Enfour, Inc.	F1	US	1	1.69	1.69	USD	1.990	USD	S			VA	
10/12/2024	10/20/2024	317804594	N4_UD_SYN	Companion Synonyms	Enfour, Inc.	F1	US	1	1.69	1.69	USD	1.990	USD	S			FL	
10/23/2024	10/23/2024	394337484	OX_ODE	Oxford Dictionary of English.	Enfour, Inc.	1F	US	1	12.74	12.74	USD	14.990	USD	S			CA	
10/25/2024	10/25/2024	394337484	OX_ODE	Oxford Dictionary of English.	Enfour, Inc.	1F	US	1	12.74	12.74	USD	14.990	USD	S			FL	
10/24/2024	10/27/2024	394337484	OX_ODE	Oxford Dictionary of English.	Enfour, Inc.	1F	US	1	12.74	12.74	USD	14.990	USD	S			NJ	
10/20/2024	10/20/2024	394337484	OX_ODE	Oxford Dictionary of English.	Enfour, Inc.	1F	US	1	12.74	12.74	USD	14.990	USD	S			CA	
10/24/2024	10/28/2024	394337484	OX_ODE	Oxford Dictionary of English.	Enfour, Inc.	1F	US	1	12.74	12.74	USD	14.990	USD	S			MD	
10/25/2024	10/31/2024	394339325	OX_OTE	Oxford Thesaurus of English.	Enfour, Inc.	1F	US	1	8.49	8.49	USD	9.990	USD	S			MO	
10/25/2024	10/25/2024	394339325	OX_OTE	Oxford Thesaurus of English.	Enfour, Inc.	1F	US	1	8.49	8.49	USD	9.990	USD	S			WA	
10/20/2024	10/20/2024	468573831	OX_THAI	Oxford River Books Concise	Enfour, Inc.	1F	US	1	8.49	8.49	USD	9.990	USD	S			MN	
10/19/2024	10/24/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			MN	
10/16/2024	10/17/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			CA	
10/04/2024	10/08/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			CA	
10/20/2024	10/20/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			IL	
10/21/2024	10/21/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			CT	
10/05/2024	10/13/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			CA	
10/16/2024	10/20/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			CO	
10/08/2024	10/18/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			TX	
10/15/2024	10/17/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			MA	
10/06/2024	10/06/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			NY	
10/29/2024	10/29/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			MA	
10/22/2024	10/22/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	-1	11.89	-11.89	USD	-13.990	USD	R			IL	
10/21/2024	10/24/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			TX	
10/19/2024	10/19/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			FL	
10/28/2024	10/28/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			FL	
09/29/2024	09/30/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			UT	
10/12/2024	10/18/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			NJ	
10/25/2024	10/25/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			MA	
10/09/2024	10/13/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			CA	
09/26/2024	09/30/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			FL	
10/28/2024	10/31/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			NY	
10/16/2024	10/20/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			OR	
10/08/2024	10/08/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			AR	
10/16/2024	10/20/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			GA	
10/25/2024	10/25/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			WI	
10/10/2024	10/10/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	US	1	11.89	11.89	USD	13.990	USD	S			CA	
10/14/2024	10/18/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/09/2024	10/13/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/11/2024	10/15/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			NJ	
09/22/2024	09/29/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			CA	
10/25/2024	10/27/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			MA	
10/03/2024	10/07/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			UT	
10/28/2024	10/31/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			NY	
09/26/2024	09/30/2024	1501825914	jp.co.enfour.ahd5.roget	Roget's II: The New Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			WA	
10/18/2024	10/19/2024	1501837912	jp.co.enfour.ahd4.roget	Roget's II Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			KY	
10/23/2024	10/23/2024	1501837912	jp.co.enfour.ahd4.roget	Roget's II Thesaurus		IA1	US	1	4.24	4.24	USD	4.990	USD	S			IL	
11/01/2024	11/01/2024	1511912700	HANHWR	Korean Handwriting Keyboard	Enfour, Inc.	1F	US	1	1.69	1.69	USD	1.990	USD	S			CA	
10/09/2024	10/13/2024	1511912700	HANHWR	Korean Handwriting Keyboard	Enfour, Inc.	1F	US	1	1.69	1.69	USD	1.990	USD	S			MI	
10/01/2024	10/03/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			WV	
10/15/2024	10/17/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			CA	
10/18/2024	10/18/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			GA	
10/07/2024	10/08/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			GA	
10/16/2024	10/20/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			AR	
09/28/2024	10/01/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			FL	
11/01/2024	11/01/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			WV	
10/04/2024	10/06/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			AK	
10/06/2024	10/10/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			CA	
10/21/2024	10/25/2024	1518508120	1518384123	Korean Dictionary access		IAY	US	1	0.42	0.42	USD	0.490	USD	S			CA	
10/18/2024	10/18/2024	316133247	LP_LDOCE_5	LDOCE	Enfour, Inc.	1F	VN	1	534735.00	534735.00	VND	699000.000	VND	S				
10/17/2024	10/18/2024	316133247	LP_LDOCE_5	LDOCE	Enfour, Inc.	1F	VN	1	534735.00	534735.00	VND	699000.000	VND	S				
10/18/2024	10/19/2024	316133247	LP_LDOCE_5	LDOCE	Enfour, Inc.	1F	VN	-1	534735.00	-534735.00	VND	-699000.000	VND	R				
10/15/2024	10/16/2024	316133247	LP_LDOCE_5	LDOCE	Enfour, Inc.	1F	VN	1	534735.00	534735.00	VND	699000.000	VND	S				
11/01/2024	11/01/2024	475665993	jp.co.enfour.ahd5.ahd5dict	AHD5 InApp activation - Activates the AHD5 dictionary		IA1	YE	1	11.89	11.89	USD	13.990	USD	S				
10/10/2024	10/10/2024	1518508120	1518384123	Korean Dictionary access		IAY	ZA	1	7.38	7.38	ZAR	9.990	ZAR	S				
Country Of Sale	Partner Share Currency	Quantity	Extended Partner Share
AE	AED	2	58.27
AU	AUD	22	243.99
CA	CAD	12	120.35
CH	CHF	3	26.73
CN	CNY	65	7135.45
CZ	CZK	1	491.03
DE	EUR	4	25.69
EG	EGP	1	223.68
